"casenum","date","weight_","hhcode","pid","htrid","htrde","s12_2q2","s12_2q3","s12_2q4","s12_2q5","s12_2q6","s12_2q7"
203,"6/22/99",1,2230231,1,5,"Obtained from other sources",0,0,0,4000,0,0
204,"6/22/99",1,2230232,1,11,"Purchased since 1992",16000,0,0,0,0,0
232,"6/22/99",1,2230241,1,11,"Purchased since 1992",8000,0,0,5000,0,0
238,"6/22/99",1,2230251,1,1,"Purchased before 1992",6000,0,0,0,0,0
205,"6/22/99",1,2230331,1,11,"Purchased since 1992",1000,0,0,0,0,0
233,"6/22/99",1,2230341,1,11,"Purchased since 1992",12000,0,0,0,0,0
240,"6/22/99",1,2230351,2,11,"Purchased since 1992",8000,0,0,0,0,0
239,"6/22/99",1,2230351,2,1,"Purchased before 1992",8000,0,0,0,0,0
206,"6/22/99",1,2230431,1,1,"Purchased before 1992",4000,0,0,0,0,0
207,"6/22/99",1,2230432,1,11,"Purchased since 1992",1200,0,0,4000,0,0
234,"6/22/99",1,2230441,1,11,"Purchased since 1992",16000,0,0,3000,0,0
241,"6/22/99",1,2230459,1,11,"Purchased since 1992",11000,0,0,0,0,0
208,"6/22/99",1,2230531,1,11,"Purchased since 1992",4000,0,0,0,0,0
235,"6/22/99",1,2230541,1,1,"Purchased before 1992",45000,0,0,0,0,0
209,"6/22/99",1,2230631,1,11,"Purchased since 1992",3300,0,0,5500,0,0
236,"6/22/99",1,2230641,1,1,"Purchased before 1992",2400,0,0,0,0,0
210,"6/22/99",1,2230731,1,11,"Purchased since 1992",24000,7500,0,0,0,0
211,"6/22/99",1,2230831,2,11,"Purchased since 1992",6000,0,0,0,0,0
212,"6/22/99",1,2230931,1,11,"Purchased since 1992",22000,12000,4200,0,0,0
213,"6/22/99",1,2231031,1,11,"Purchased since 1992",12000,0,0,0,0,0
214,"6/22/99",1,2231131,2,11,"Purchased since 1992",18000,12000,0,0,0,0
215,"6/22/99",1,2231132,1,11,"Purchased since 1992",16000,0,0,0,0,0
216,"6/22/99",1,2231231,1,1,"Purchased before 1992",9500,0,0,0,0,0
217,"6/22/99",1,2231231,1,11,"Purchased since 1992",4500,4500,0,0,0,0
218,"6/22/99",1,2231331,1,11,"Purchased since 1992",9000,0,0,0,0,0
219,"6/22/99",1,2231431,1,1,"Purchased before 1992",13000,0,2500,0,0,0
220,"6/22/99",1,2231432,1,11,"Purchased since 1992",6000,0,0,0,0,0
221,"6/22/99",1,2231433,1,11,"Purchased since 1992",16000,0,0,0,0,0
222,"6/22/99",1,2231539,1,11,"Purchased since 1992",6000,0,0,0,0,0
228,"6/22/99",1,2232139,1,11,"Purchased since 1992",6000,0,0,0,0,0
230,"6/22/99",1,2232339,1,11,"Purchased since 1992",6000,0,0,0,0,0
38,"6/14/99",1,2310131,1,11,"Purchased since 1992",100000,0,0,0,0,0
76,"6/21/99",1,2310151,1,1,"Purchased before 1992",1000000,0,0,0,0,150000
77,"6/21/99",1,2310151,1,11,"Purchased since 1992",0,0,0,0,0,150000
40,"6/15/99",1,2310231,2,2,"Inherited",80000,0,0,0,0,0
39,"6/14/99",1,2310231,2,11,"Purchased since 1992",20000,15000,0,0,0,0
73,"6/21/99",1,2310241,1,11,"Purchased since 1992",120000,0,0,0,0,0
72,"6/21/99",1,2310241,1,1,"Purchased before 1992",150000,0,0,0,0,0
41,"6/15/99",1,2310331,1,11,"Purchased since 1992",50000,25000,0,0,0,25000
74,"6/21/99",1,2310341,1,1,"Purchased before 1992",35000,0,0,0,0,0
78,"6/21/99",1,2310351,2,11,"Purchased since 1992",20000,0,0,0,0,0
79,"6/21/99",1,2310352,1,11,"Purchased since 1992",40000,0,0,0,0,0
42,"6/15/99",1,2310431,1,1,"Purchased before 1992",2000,0,0,0,0,0
81,"6/21/99",1,2310459,1,11,"Purchased since 1992",850000,0,0,0,0,0
43,"6/15/99",1,2310531,1,11,"Purchased since 1992",50000,15000,0,0,0,0
44,"6/15/99",1,2310631,1,11,"Purchased since 1992",30000,2500,0,0,0,0
45,"6/15/99",1,2310731,1,11,"Purchased since 1992",100000,15000,0,0,0,0
46,"6/15/99",1,2310831,1,1,"Purchased before 1992",40000,0,0,0,0,0
47,"6/15/99",1,2310831,1,11,"Purchased since 1992",10000,2500,0,0,0,0
49,"6/15/99",1,2310931,1,11,"Purchased since 1992",100000,15000,0,0,0,0
50,"6/15/99",1,2311031,1,11,"Purchased since 1992",40000,25000,0,0,0,0
51,"6/19/99",1,2311032,1,11,"Purchased since 1992",15000,0,0,0,0,0
52,"6/19/99",1,2311131,1,11,"Purchased since 1992",40000,25000,0,0,0,0
53,"6/19/99",1,2311231,2,1,"Purchased before 1992",30000,0,0,0,0,0
58,"6/19/99",1,2311539,3,1,"Purchased before 1992",20000,0,0,0,0,0
57,"6/19/99",1,2311539,1,11,"Purchased since 1992",30000,0,0,0,0,0
86,"7/17/99",1,2320131,1,11,"Purchased since 1992",3000,0,0,0,0,0
87,"7/17/99",1,2320131,4,11,"Purchased since 1992",0,0,0,4000,0,0
120,"7/19/99",1,2320141,1,11,"Purchased since 1992",20000,0,0,0,0,0
129,"7/19/99",1,2320151,1,2,"Inherited",25000,0,0,0,0,0
130,"7/19/99",1,2320152,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"7/17/99",1,2320231,1,1,"Purchased before 1992",30000,0,0,0,0,0
89,"7/17/99",1,2320231,1,11,"Purchased since 1992",80000,25000,0,0,0,0
90,"7/17/99",1,2320232,1,11,"Purchased since 1992",150000,0,0,0,0,0
131,"7/19/99",1,2320251,1,11,"Purchased since 1992",20000,0,0,0,0,0
91,"7/17/99",1,2320331,1,1,"Purchased before 1992",6000,0,0,0,0,0
125,"7/19/99",1,2320341,7,11,"Purchased since 1992",0,0,0,5000,0,0
124,"7/19/99",1,2320341,1,1,"Purchased before 1992",15000,0,0,0,0,0
135,"7/19/99",1,2320351,1,11,"Purchased since 1992",30000,0,0,0,0,0
94,"7/17/99",1,2320431,1,12,"Sale since 1992",0,0,0,0,0,5000
93,"7/17/99",1,2320431,1,11,"Purchased since 1992",0,0,6000,0,0,0
92,"7/17/99",1,2320431,1,1,"Purchased before 1992",25000,0,0,0,0,0
96,"7/17/99",1,2320433,1,12,"Sale since 1992",1800,0,0,4000,0,0
97,"7/17/99",1,2320434,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"",1.79769313486232e+308,2320441,1,11,"",100000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
127,"7/19/99",1,2320442,1,11,"Purchased since 1992",9000,2500,0,0,0,0
136,"7/19/99",1,2320459,1,1,"Purchased before 1992",10000,0,0,0,0,0
137,"7/19/99",1,2320459,1,11,"Purchased since 1992",60000,0,0,0,0,0
98,"7/17/99",1,2320531,1,11,"Purchased since 1992",30000,0,0,0,0,0
100,"7/17/99",1,2320631,3,11,"Purchased since 1992",0,0,0,6000,0,0
99,"7/17/99",1,2320631,1,11,"Purchased since 1992",8000,0,0,0,0,0
101,"7/17/99",1,2320731,1,11,"Purchased since 1992",100000,0,0,0,0,0
103,"7/17/99",1,2320831,1,11,"Purchased since 1992",15000,15000,0,0,0,0
102,"7/17/99",1,2320831,1,1,"Purchased before 1992",12000,0,0,0,0,0
104,"7/17/99",1,2320931,1,11,"Purchased since 1992",3000,0,0,0,0,0
106,"7/17/99",1,2321031,1,11,"Purchased since 1992",20000,22000,0,6000,0,0
107,"7/17/99",1,2321131,1,1,"Purchased before 1992",35000,0,0,0,0,0
111,"7/17/99",1,2321231,2,11,"Purchased since 1992",0,0,0,0,0,120000
110,"7/17/99",1,2321231,1,11,"Purchased since 1992",15000,15000,0,0,0,0
109,"7/17/99",1,2321231,1,1,"Purchased before 1992",15000,0,0,0,0,0
62,"9/09/95",1,2330131,1,11,"Purchased since 1992",35000,0,0,0,0,0
96,"6/27/99",1,2330141,1,1,"Purchased before 1992",20000,0,0,0,0,0
104,"6/27/99",1,2330151,1,2,"Inherited",25000,0,0,0,0,0
64,"9/09/95",1,2330231,1,11,"Purchased since 1992",30000,10000,0,0,0,100000
63,"9/09/95",1,2330231,1,1,"Purchased before 1992",50000,0,0,0,0,0
97,"6/27/99",1,2330241,1,1,"Purchased before 1992",64000,0,0,0,0,0
98,"6/27/99",1,2330241,1,11,"Purchased since 1992",4000,0,0,0,0,0
105,"6/27/99",1,2330251,1,11,"Purchased since 1992",20000,0,0,0,0,0
65,"9/09/95",1,2330331,1,11,"Purchased since 1992",80000,0,0,0,0,0
100,"6/27/99",1,2330341,1,11,"Purchased since 1992",25000,0,0,0,0,0
99,"6/27/99",1,2330341,1,1,"Purchased before 1992",7000,0,0,0,0,0
107,"6/27/99",1,2330351,1,11,"Purchased since 1992",5000,0,0,700,0,0
106,"6/27/99",1,2330351,1,1,"Purchased before 1992",50000,0,0,0,0,0
66,"9/09/95",1,2330431,1,11,"Purchased since 1992",70000,7000,0,0,0,0
101,"6/27/99",1,2330441,1,11,"Purchased since 1992",5000,0,0,0,0,0
108,"6/27/99",1,2330459,1,11,"Purchased since 1992",80000,0,0,0,0,1500
68,"9/09/95",1,2330531,2,11,"Purchased since 1992",15000,15000,0,0,0,0
67,"9/09/95",1,2330531,2,1,"Purchased before 1992",30000,0,0,0,0,0
102,"6/27/99",1,2330541,1,1,"Purchased before 1992",5000,0,0,0,0,0
103,"6/27/99",1,2330541,1,11,"Purchased since 1992",3000,0,0,0,0,0
70,"9/09/95",1,2330631,1,11,"Purchased since 1992",70000,25000,0,0,0,0
69,"9/09/95",1,2330631,1,1,"Purchased before 1992",30000,0,0,0,0,0
71,"9/09/95",1,2330731,1,11,"Purchased since 1992",40000,25000,0,0,0,0
72,"9/09/95",1,2330831,1,1,"Purchased before 1992",3000,0,0,0,0,0
73,"9/09/95",1,2330931,1,1,"Purchased before 1992",15000,0,0,0,0,0
75,"9/09/95",1,2331031,1,11,"Purchased since 1992",230000,26000,0,0,0,0
74,"9/09/95",1,2331031,1,1,"Purchased before 1992",60000,0,0,0,0,0
76,"9/09/95",1,2331131,1,11,"Purchased since 1992",25000,18000,0,0,0,0
77,"9/09/95",1,2331231,1,11,"Purchased since 1992",6000,0,0,0,0,0
86,"6/27/99",1,2331839,1,2,"Inherited",90000,0,0,0,0,0
85,"6/27/99",1,2331839,1,1,"Purchased before 1992",60000,0,0,0,0,0
87,"6/27/99",1,2331939,1,1,"Purchased before 1992",15000,0,0,0,0,0
88,"6/27/99",1,2331939,1,11,"Purchased since 1992",0,0,0,2200,0,0
1,"5/20/99",1,2410131,2,11,"Purchased since 1992",25000,0,0,0,0,0
24,"6/04/99",1,2410141,2,1,"Purchased before 1992",1000,0,0,0,0,0
29,"6/04/99",1,2410151,1,1,"Purchased before 1992",15000,0,0,0,0,0
30,"6/04/99",1,2410151,1,11,"Purchased since 1992",8000,0,0,0,0,0
2,"6/04/99",1,2410231,1,11,"Purchased since 1992",20000,15000,0,0,0,0
25,"6/04/99",1,2410241,2,11,"Purchased since 1992",4000,0,0,0,0,0
26,"6/04/99",1,2410241,2,3,"Obtained as gift",500,0,0,0,0,0
3,"6/04/99",1,2410331,1,11,"Purchased since 1992",500,0,0,0,0,0
27,"6/04/99",1,2410341,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"6/04/99",1,2410351,1,1,"Purchased before 1992",15000,0,0,0,0,0
4,"6/04/99",1,2410431,1,11,"Purchased since 1992",15000,10000,0,0,0,0
32,"6/04/99",1,2410459,1,1,"Purchased before 1992",10000,0,0,0,0,0
33,"6/04/99",1,2410459,1,11,"Purchased since 1992",20000,0,2000,0,0,0
5,"6/04/99",1,2410531,1,1,"Purchased before 1992",30000,0,0,0,0,0
6,"6/04/99",1,2410531,1,11,"Purchased since 1992",0,10000,1000,0,0,0
7,"6/04/99",1,2410631,1,11,"Purchased since 1992",5600,1500,0,0,0,0
9,"6/04/99",1,2410731,1,3,"Obtained as gift",8000,0,0,0,0,0
8,"6/04/99",1,2410731,1,11,"Purchased since 1992",0,0,700,0,0,0
10,"6/04/99",1,2410931,1,11,"Purchased since 1992",47000,14000,0,0,0,0
12,"6/04/99",1,2411031,1,13,"Sale due to July-Oct 98 flood",0,0,0,3000,0,0
11,"6/04/99",1,2411031,1,11,"Purchased since 1992",12000,12000,0,3000,0,0
14,"6/04/99",1,2411231,1,11,"Purchased since 1992",20000,5000,0,0,0,0
13,"6/04/99",1,2411231,1,1,"Purchased before 1992",30000,0,0,0,0,0
15,"6/04/99",1,2411339,1,11,"Purchased since 1992",8000,0,0,0,0,0
16,"6/04/99",1,2411439,1,11,"Purchased since 1992",2200,10000,0,0,0,0
17,"6/04/99",1,2411539,1,11,"Purchased since 1992",13000,12000,0,35000,0,0
18,"6/04/99",1,2411639,1,11,"Purchased since 1992",15000,0,1000,0,0,0
19,"6/04/99",1,2411739,1,11,"Purchased since 1992",9000,12000,0,2500,0,0
20,"6/04/99",1,2411839,1,11,"Purchased since 1992",7000,0,0,0,0,0
21,"6/04/99",1,2411939,1,11,"Purchased since 1992",3500,0,0,0,0,0
22,"6/04/99",1,2412039,2,1,"Purchased before 1992",3000,0,0,0,0,0
23,"6/04/99",1,2412139,1,5,"Obtained from other sources",2000,0,0,0,0,0
53,"8/07/99",1,2420131,1,1,"Purchased before 1992",20000,0,0,0,0,0
54,"8/07/99",1,2420131,1,11,"Purchased since 1992",165000,0,0,0,0,0
81,"8/07/99",1,2420141,1,11,"Purchased since 1992",15000,0,0,0,0,0
80,"8/07/99",1,2420141,1,1,"Purchased before 1992",5000,0,0,0,0,0
86,"8/07/99",1,2420151,1,1,"Purchased before 1992",15000,0,0,0,0,0
55,"8/07/99",1,2420231,1,1,"Purchased before 1992",700,0,0,0,0,0
87,"8/07/99",1,2420251,1,1,"Purchased before 1992",5000,0,0,0,0,0
88,"8/07/99",1,2420251,1,11,"Purchased since 1992",15000,0,0,0,0,0
56,"8/07/99",1,2420331,1,1,"Purchased before 1992",5000,0,0,0,0,0
57,"8/07/99",1,2420331,1,11,"Purchased since 1992",20000,14000,0,0,0,0
89,"8/07/99",1,2420351,1,1,"Purchased before 1992",25000,0,0,0,0,0
58,"8/07/99",1,2420431,1,1,"Purchased before 1992",4000,0,0,0,0,0
59,"8/07/99",1,2420431,1,11,"Purchased since 1992",26000,25000,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,2420441,1,11,"",500,0,0,0,0,0
83,"8/07/99",1,2420441,1,5,"Obtained from other sources",500,0,0,0,0,0
90,"8/07/99",1,2420459,1,1,"Purchased before 1992",60000,0,0,0,0,0
91,"8/07/99",1,2420459,1,11,"Purchased since 1992",40000,0,1400,0,0,0
60,"8/07/99",1,2420531,1,11,"Purchased since 1992",40000,26000,0,0,0,0
84,"8/07/99",1,2420541,1,11,"Purchased since 1992",15000,0,1000,0,0,0
85,"8/07/99",1,2420541,1,2,"Inherited",5000,0,0,0,0,0
61,"8/07/99",1,2420631,1,11,"Purchased since 1992",20000,15000,800,0,0,0
62,"8/07/99",1,2420731,1,11,"Purchased since 1992",30000,20000,0,0,0,0
63,"8/07/99",1,2420831,1,11,"Purchased since 1992",22000,15000,0,0,0,0
64,"8/07/99",1,2420931,1,1,"Purchased before 1992",5000,0,0,0,0,0
65,"8/07/99",1,2420931,1,11,"Purchased since 1992",15000,14000,0,3000,1000,0
67,"8/07/99",1,2421031,1,11,"Purchased since 1992",10000,0,0,40000,0,0
66,"8/07/99",1,2421031,1,1,"Purchased before 1992",15000,0,0,0,0,0
68,"8/07/99",1,2421131,1,11,"Purchased since 1992",60000,27000,0,0,0,0
69,"8/07/99",1,2421132,1,11,"Purchased since 1992",50000,0,1500,0,0,0
71,"8/07/99",1,2421231,1,11,"Purchased since 1992",15000,0,0,0,0,0
70,"8/07/99",1,2421231,1,1,"Purchased before 1992",5000,10000,0,0,0,0
72,"8/07/99",1,2421232,1,11,"Purchased since 1992",10000,0,0,0,0,0
77,"8/07/99",1,2421639,1,11,"Purchased since 1992",20000,0,0,0,0,0
76,"8/07/99",1,2421639,1,1,"Purchased before 1992",10000,0,0,0,0,0
143,"8/18/99",1,2430131,1,11,"Purchased since 1992",27000,20000,0,10500,0,0
142,"8/18/99",1,2430131,1,1,"Purchased before 1992",2000,0,0,0,0,0
174,"8/18/99",1,2430141,1,1,"Purchased before 1992",10000,0,0,0,0,0
177,"8/18/99",1,2430143,1,2,"Inherited",10000,0,0,0,0,0
183,"8/18/99",1,2430151,1,1,"Purchased before 1992",25000,0,0,0,0,0
145,"8/18/99",1,2430231,1,11,"Purchased since 1992",15000,15000,0,0,0,0
144,"8/18/99",1,2430231,1,1,"Purchased before 1992",15000,0,0,0,0,0
178,"8/18/99",1,2430241,1,11,"Purchased since 1992",50000,0,0,0,0,0
179,"8/18/99",1,2430242,1,11,"Purchased since 1992",59000,0,0,24000,0,0
186,"8/18/99",1,2430251,1,12,"Sale since 1992",0,0,2000,0,0,0
184,"8/18/99",1,2430251,1,1,"Purchased before 1992",160000,0,0,0,0,0
185,"8/18/99",1,2430251,1,11,"Purchased since 1992",0,0,2000,0,0,0
147,"8/18/99",1,2430331,1,11,"Purchased since 1992",14000,14000,0,25000,0,0
146,"8/18/99",1,2430331,1,1,"Purchased before 1992",16000,0,0,0,0,0
187,"8/18/99",1,2430351,1,1,"Purchased before 1992",240000,0,0,0,0,0
188,"8/18/99",1,2430351,1,11,"Purchased since 1992",60000,0,1000,0,0,0
148,"8/18/99",1,2430431,2,11,"Purchased since 1992",45000,20000,15000,0,0,0
181,"8/18/99",1,2430441,1,11,"Purchased since 1992",25000,1400,0,0,0,0
180,"8/18/99",1,2430441,1,1,"Purchased before 1992",15000,0,0,0,0,0
189,"8/18/99",1,2430459,1,1,"Purchased before 1992",20000,0,0,0,0,0
149,"8/18/99",1,2430531,1,1,"Purchased before 1992",2000,7000,0,0,0,0
150,"8/18/99",1,2430531,1,11,"Purchased since 1992",2500,0,1500,0,0,0
182,"8/18/99",1,2430541,1,11,"Purchased since 1992",50000,0,0,0,0,0
151,"8/18/99",1,2430631,1,1,"Purchased before 1992",39000,21000,0,0,0,0
152,"8/18/99",1,2430731,1,11,"Purchased since 1992",15000,12000,0,0,0,0
153,"8/18/99",1,2430831,1,1,"Purchased before 1992",5000,0,0,0,0,0
154,"8/18/99",1,2430831,1,11,"Purchased since 1992",16000,16000,0,0,0,0
156,"8/18/99",1,2430931,1,11,"Purchased since 1992",4000,2500,0,0,0,0
155,"8/18/99",1,2430931,1,1,"Purchased before 1992",2000,0,0,0,0,0
158,"8/18/99",1,2430932,2,11,"Purchased since 1992",0,0,0,4000,0,0
157,"8/18/99",1,2430932,2,1,"Purchased before 1992",200,0,0,0,0,0
160,"8/18/99",1,2431031,1,11,"Purchased since 1992",0,0,2000,0,0,0
159,"8/18/99",1,2431031,1,1,"Purchased before 1992",32000,0,0,0,0,0
161,"8/18/99",1,2431131,1,1,"Purchased before 1992",4000,0,0,0,0,0
162,"8/18/99",1,2431131,1,11,"Purchased since 1992",15000,15000,0,0,0,0
164,"8/18/99",1,2431231,1,11,"Purchased since 1992",4000,0,0,0,0,0
163,"8/18/99",1,2431231,1,1,"Purchased before 1992",6000,0,0,0,0,0
1,"7/07/99",1,2510141,1,11,"Purchased since 1992",2000,0,0,0,0,0
26,"8/01/99",1,2510151,1,1,"Purchased before 1992",20000,0,0,0,0,0
2,"8/01/99",1,2510241,1,11,"Purchased since 1992",1000,0,0,0,0,0
27,"8/01/99",1,2510251,2,1,"Purchased before 1992",20000,0,0,0,0,0
3,"8/01/99",1,2510341,1,11,"Purchased since 1992",6000,0,1200,0,0,0
28,"8/01/99",1,2510351,1,1,"Purchased before 1992",10000,0,0,0,0,0
4,"8/01/99",1,2510441,1,11,"Purchased since 1992",15000,0,1000,0,0,0
5,"8/01/99",1,2510442,1,11,"Purchased since 1992",1000,0,0,0,0,0
29,"8/01/99",1,2510459,1,1,"Purchased before 1992",12000,0,0,0,0,0
30,"8/01/99",1,2510459,1,11,"Purchased since 1992",3000,0,0,0,0,0
6,"8/01/99",1,2510541,1,11,"Purchased since 1992",8000,0,0,0,0,0
7,"8/01/99",1,2510641,1,11,"Purchased since 1992",8000,0,0,0,0,0
8,"8/01/99",1,2510642,1,11,"Purchased since 1992",5000,0,0,0,0,0
9,"8/01/99",1,2510741,1,11,"Purchased since 1992",6000,0,0,0,0,0
10,"8/01/99",1,2510841,1,11,"Purchased since 1992",5000,0,0,0,0,0
12,"8/01/99",1,2510941,1,11,"Purchased since 1992",0,0,1200,0,0,0
11,"8/01/99",1,2510941,1,1,"Purchased before 1992",30000,0,0,0,0,0
13,"8/01/99",1,2511041,1,1,"Purchased before 1992",14000,0,0,0,0,0
14,"8/01/99",1,2511041,1,11,"Purchased since 1992",6000,0,0,0,0,0
15,"8/01/99",1,2511141,1,1,"Purchased before 1992",30000,0,0,0,0,0
16,"8/01/99",1,2511141,5,11,"Purchased since 1992",0,0,1200,0,0,0
17,"8/01/99",1,2511241,1,11,"Purchased since 1992",10000,0,0,0,0,0
18,"8/01/99",1,2511341,1,11,"Purchased since 1992",6000,0,0,0,0,0
19,"8/01/99",1,2511342,1,11,"Purchased since 1992",2000,0,0,0,0,0
21,"8/01/99",1,2511441,1,11,"Purchased since 1992",2000,0,0,5000,0,0
20,"8/01/99",1,2511441,1,1,"Purchased before 1992",18000,0,0,0,0,0
22,"8/01/99",1,2511541,1,11,"Purchased since 1992",18000,0,0,0,0,0
23,"8/01/99",1,2511641,1,11,"Purchased since 1992",12000,0,0,0,0,0
24,"8/01/99",1,2511741,1,1,"Purchased before 1992",5000,0,0,0,0,0
25,"8/01/99",1,2511741,1,11,"Purchased since 1992",40000,0,800,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,2520141,1,1,"",7000,1.79769313486232e+308,1.79769313486232e+308,500,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"",1.79769313486232e+308,2520141,1,11,"",3000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"6/10/99",1,2520241,1,1,"Purchased before 1992",10000,0,0,0,0,0
101,"6/10/99",1,2520241,1,11,"Purchased since 1992",15000,0,0,1500,0,0
125,"6/10/99",1,2520251,1,1,"Purchased before 1992",25000,0,0,0,0,0
103,"6/10/99",1,2520341,1,2,"Inherited",25000,0,0,0,0,0
102,"6/10/99",1,2520341,1,1,"Purchased before 1992",47000,0,0,0,0,0
126,"6/10/99",1,2520351,1,1,"Purchased before 1992",28000,0,0,0,0,0
104,"6/10/99",1,2520441,1,11,"Purchased since 1992",6000,0,0,0,0,0
127,"6/10/99",1,2520459,1,11,"Purchased since 1992",50000,0,0,0,0,0
105,"6/10/99",1,2520541,1,1,"Purchased before 1992",20000,0,0,0,0,0
107,"6/10/99",1,2520641,1,1,"Purchased before 1992",50000,0,0,0,0,0
108,"6/10/99",1,2520741,1,1,"Purchased before 1992",20000,0,0,0,0,0
109,"6/10/99",1,2520741,1,11,"Purchased since 1992",10000,0,12000,0,0,0
110,"6/10/99",1,2520841,1,11,"Purchased since 1992",20000,0,0,0,0,0
113,"6/10/99",1,2521041,2,5,"Obtained from other sources",2500,0,0,0,0,0
112,"6/10/99",1,2521041,2,11,"Purchased since 1992",5000,0,0,0,0,0
114,"6/10/99",1,2521141,1,11,"Purchased since 1992",3000,0,0,0,0,0
115,"6/10/99",1,2521241,2,11,"Purchased since 1992",3000,0,0,0,0,0
116,"6/10/99",1,2521341,1,11,"Purchased since 1992",400,0,0,0,0,0
117,"6/10/99",1,2521441,1,11,"Purchased since 1992",5000,0,0,0,0,0
118,"6/10/99",1,2521541,1,11,"Purchased since 1992",3000,0,700,0,0,0
119,"6/10/99",1,2521542,1,11,"Purchased since 1992",20000,0,0,0,0,0
121,"6/10/99",1,2521641,1,2,"Inherited",20000,0,0,0,0,0
120,"6/10/99",1,2521641,1,11,"Purchased since 1992",0,0,0,0,0,1500
122,"6/10/99",1,2521741,2,11,"Purchased since 1992",50000,0,0,32000,0,20000
25,"5/23/99",1,2530151,2,1,"Purchased before 1992",20000,0,0,0,0,1100
3,"5/23/99",1,2530241,1,11,"Purchased since 1992",0,0,0,0,0,600
2,"5/23/99",1,2530241,1,1,"Purchased before 1992",10000,0,0,0,0,0
26,"5/23/99",1,2530251,1,1,"Purchased before 1992",2000,0,0,0,0,0
27,"5/23/99",1,2530251,1,11,"Purchased since 1992",28000,3800,0,0,0,0
4,"5/23/99",1,2530341,1,1,"Purchased before 1992",50000,0,0,0,0,0
81,"9/12/99",1,2530351,1,1,"Purchased before 1992",70000,0,0,0,0,0
82,"9/12/99",1,2530351,1,11,"Purchased since 1992",0,0,0,0,0,1500
83,"9/12/99",1,2530351,5,11,"Purchased since 1992",0,0,700,0,0,0
5,"5/23/99",1,2530441,1,11,"Purchased since 1992",30000,0,0,0,0,1300
28,"5/23/99",1,2530459,1,1,"Purchased before 1992",8000,0,0,0,0,0
6,"5/23/99",1,2530541,1,1,"Purchased before 1992",40000,0,0,0,0,0
7,"5/23/99",1,2530641,1,1,"Purchased before 1992",15000,0,0,0,0,0
8,"5/23/99",1,2530741,1,1,"Purchased before 1992",10000,0,0,0,0,0
9,"5/23/99",1,2530841,1,11,"Purchased since 1992",12500,0,0,0,0,0
10,"5/23/99",1,2530941,1,11,"Purchased since 1992",4000,0,0,0,0,200
12,"5/23/99",1,2531041,1,11,"Purchased since 1992",0,0,0,0,0,200
13,"5/23/99",1,2531041,5,11,"Purchased since 1992",0,0,700,0,0,0
11,"5/23/99",1,2531041,1,1,"Purchased before 1992",5000,0,0,0,0,0
14,"5/23/99",1,2531141,1,11,"Purchased since 1992",50000,0,0,0,0,0
15,"5/23/99",1,2531141,5,11,"Purchased since 1992",0,0,800,0,0,0
16,"5/23/99",1,2531241,1,11,"Purchased since 1992",4000,0,0,0,0,0
17,"5/23/99",1,2531341,2,1,"Purchased before 1992",500,0,0,0,0,0
20,"5/23/99",1,2531541,2,1,"Purchased before 1992",12000,0,0,0,0,0
21,"5/23/99",1,2531541,2,11,"Purchased since 1992",0,0,0,0,0,700
22,"5/23/99",1,2531641,1,11,"Purchased since 1992",20000,5000,0,0,0,0
23,"5/23/99",1,2531741,1,1,"Purchased before 1992",1000,0,0,0,0,0
24,"5/23/99",1,2531741,1,11,"Purchased since 1992",6000,0,0,0,0,0
1,"7/07/99",1,2540149,1,1,"Purchased before 1992",10000,0,0,0,0,0
17,"9/12/99",1,2540159,1,11,"Purchased since 1992",0,0,1000,0,0,0
16,"9/12/99",1,2540159,1,1,"Purchased before 1992",23000,0,0,0,0,0
2,"9/12/99",1,2540249,1,1,"Purchased before 1992",20000,0,0,0,0,0
18,"9/12/99",1,2540259,1,1,"Purchased before 1992",25000,0,0,0,0,0
3,"9/12/99",1,2540349,1,1,"Purchased before 1992",6000,0,0,0,0,0
19,"9/12/99",1,2540359,1,1,"Purchased before 1992",28000,0,0,17000,0,0
4,"9/12/99",1,2540449,1,11,"Purchased since 1992",5000,0,0,0,0,0
20,"9/12/99",1,2540459,1,1,"Purchased before 1992",17000,0,0,0,0,0
21,"9/12/99",1,2540459,1,11,"Purchased since 1992",3000,0,0,0,0,0
5,"9/12/99",1,2540549,1,11,"Purchased since 1992",12000,0,0,3500,0,0
22,"9/12/99",1,2540559,1,11,"Purchased since 1992",4000,0,0,0,0,0
