"casenum","date","weight_","hhcode","pid","htrid","htrde","s12_2q2","s12_2q3","s12_2q4","s12_2q5","s12_2q6","s12_2q7"
77,"8/08/99",1,731011,1,11,"Purchased since 1992",4000,0,0,0,0,0
79,"8/08/99",1,731111,1,11,"Purchased since 1992",4000,0,0,0,0,0
81,"8/08/99",1,731211,1,12,"Sale since 1992",2000,0,0,4000,0,0
80,"8/08/99",1,731211,1,1,"Purchased before 1992",10000,0,0,4000,0,0
82,"8/08/99",1,731211,3,11,"Purchased since 1992",7000,0,800,0,0,0
84,"8/08/99",1,731311,3,11,"Purchased since 1992",1200,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,731411,1,11,"",700,0,0,0,0,0
85,"8/08/99",1,731411,1,1,"Purchased before 1992",10000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,731412,1,11,"",800,0,0,0,0,0
86,"8/08/99",1,731412,1,1,"Purchased before 1992",8000,0,600,0,0,0
88,"8/08/99",1,731413,2,11,"Purchased since 1992",0,0,1800,0,0,0
87,"8/08/99",1,731413,1,11,"Purchased since 1992",3000,0,0,0,0,0
89,"8/08/99",1,731414,1,11,"Purchased since 1992",11000,0,850,0,0,0
90,"8/08/99",1,731415,1,11,"Purchased since 1992",8000,0,0,0,0,0
17,"9/01/99",1,740149,1,11,"Purchased since 1992",15000,0,800,0,0,0
25,"9/01/99",1,740159,1,11,"Purchased since 1992",0,0,20000,0,0,0
24,"9/01/99",1,740159,1,1,"Purchased before 1992",40000,0,0,0,0,0
18,"9/01/99",1,740249,1,11,"Purchased since 1992",6000,0,1500,0,0,0
26,"9/01/99",1,740259,1,11,"Purchased since 1992",32000,0,0,0,0,0
27,"9/01/99",1,740259,1,12,"Sale since 1992",0,0,2000,0,0,0
19,"9/01/99",1,740349,1,1,"Purchased before 1992",18000,0,0,0,0,0
20,"9/01/99",1,740349,1,11,"Purchased since 1992",10000,0,1800,0,0,0
28,"9/01/99",1,740359,1,1,"Purchased before 1992",70000,0,2000,0,0,0
21,"9/01/99",1,740449,1,1,"Purchased before 1992",4000,0,0,0,0,0
22,"9/01/99",1,740449,1,11,"Purchased since 1992",10000,0,2000,0,0,0
30,"9/01/99",1,740459,1,11,"Purchased since 1992",0,0,1500,0,0,0
29,"9/01/99",1,740459,1,1,"Purchased before 1992",30000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,740549,1,2,"",7000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"",1.79769313486232e+308,740559,1,11,"",2000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"",1.79769313486232e+308,740559,1,2,"",8000,1.79769313486232e+308,400,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"9/01/99",1,740919,1,11,"Purchased since 1992",3000,0,0,0,0,0
286,"6/28/99",1,810111,1,2,"Inherited",10000,0,0,0,0,0
305,"6/28/99",1,810141,1,2,"Inherited",2000,0,0,0,0,0
304,"6/28/99",1,810141,1,11,"Purchased since 1992",1000,0,0,0,0,0
303,"6/28/99",1,810141,1,1,"Purchased before 1992",1000,0,0,0,0,0
311,"6/28/99",1,810151,1,11,"Purchased since 1992",4000,0,0,0,0,0
312,"6/28/99",1,810151,1,2,"Inherited",2000,0,0,0,0,0
287,"6/28/99",1,810211,1,11,"Purchased since 1992",40000,0,0,0,0,0
288,"6/28/99",1,810211,1,2,"Inherited",20000,0,0,0,0,0
306,"6/28/99",1,810241,1,1,"Purchased before 1992",3000,0,0,0,0,0
313,"6/28/99",1,810251,1,2,"Inherited",30000,0,0,0,0,0
290,"6/28/99",1,810311,1,2,"Inherited",15000,0,0,0,0,0
289,"6/28/99",1,810311,1,11,"Purchased since 1992",35000,0,1500,0,0,0
307,"6/28/99",1,810341,1,1,"Purchased before 1992",1000,0,0,0,0,0
308,"6/28/99",1,810341,1,2,"Inherited",4000,0,0,0,0,0
314,"6/28/99",1,810351,1,2,"Inherited",15000,0,0,0,0,0
291,"6/28/99",1,810411,1,1,"Purchased before 1992",5000,0,0,0,0,0
309,"6/28/99",1,810441,1,2,"Inherited",7000,0,0,0,0,0
315,"6/28/99",1,810459,1,1,"Purchased before 1992",15000,0,0,0,0,0
310,"6/28/99",1,810541,1,2,"Inherited",5000,0,0,0,0,0
293,"6/28/99",1,810711,1,2,"Inherited",2000,0,0,0,0,0
292,"6/28/99",1,810711,1,11,"Purchased since 1992",2000,0,0,0,0,0
295,"6/28/99",1,810811,1,11,"Purchased since 1992",0,0,0,4000,0,0
294,"6/28/99",1,810811,1,1,"Purchased before 1992",10000,0,0,0,0,0
296,"6/28/99",1,811011,1,1,"Purchased before 1992",8000,0,0,0,0,0
297,"6/28/99",1,811011,1,11,"Purchased since 1992",7000,0,0,0,0,0
298,"6/28/99",1,811111,1,1,"Purchased before 1992",6000,0,0,0,0,0
299,"6/28/99",1,811111,1,2,"Inherited",2000,0,0,0,0,0
300,"6/28/99",1,811211,3,11,"Purchased since 1992",7000,0,0,3000,0,0
301,"6/28/99",1,811212,1,11,"Purchased since 1992",2000,0,0,0,0,0
302,"6/28/99",1,811213,1,2,"Inherited",1500,0,0,0,0,0
404,"7/14/99",1,820111,1,2,"Inherited",8000,0,0,0,0,0
403,"7/14/99",1,820111,1,1,"Purchased before 1992",10000,0,0,0,0,0
427,"7/14/99",1,820141,1,11,"Purchased since 1992",8000,0,0,0,0,0
434,"7/14/99",1,820151,1,1,"Purchased before 1992",15000,0,0,0,0,0
435,"7/14/99",1,820151,1,11,"Purchased since 1992",85000,0,0,0,0,0
405,"7/14/99",1,820211,2,2,"Inherited",6000,0,0,0,0,0
428,"7/14/99",1,820241,1,1,"Purchased before 1992",10000,0,0,0,0,0
429,"7/14/99",1,820241,1,11,"Purchased since 1992",0,0,3500,0,0,0
436,"7/14/99",1,820251,1,2,"Inherited",15000,0,0,0,0,0
406,"7/14/99",1,820311,1,11,"Purchased since 1992",10000,0,0,0,0,0
430,"7/14/99",1,820341,1,1,"Purchased before 1992",6000,0,0,0,0,0
437,"7/14/99",1,820351,1,1,"Purchased before 1992",12000,0,0,0,0,0
438,"7/14/99",1,820351,1,11,"Purchased since 1992",0,0,700,0,0,0
407,"7/14/99",1,820411,1,1,"Purchased before 1992",10000,0,0,0,0,0
408,"7/14/99",1,820412,1,11,"Purchased since 1992",2000,0,0,0,2000,0
409,"7/14/99",1,820412,1,2,"Inherited",6000,0,0,0,0,0
410,"7/14/99",1,820413,1,2,"Inherited",10000,0,0,0,0,0
431,"7/14/99",1,820441,1,11,"Purchased since 1992",5000,0,0,0,0,0
439,"7/14/99",1,820459,1,1,"Purchased before 1992",30000,0,0,0,0,0
411,"7/14/99",1,820511,1,11,"Purchased since 1992",8000,0,0,0,0,0
432,"7/14/99",1,820541,1,11,"Purchased since 1992",8000,0,0,0,0,0
433,"7/14/99",1,820542,1,2,"Inherited",2000,0,0,0,0,0
412,"7/14/99",1,820611,1,1,"Purchased before 1992",2000,0,0,0,0,0
413,"7/14/99",1,820612,1,11,"Purchased since 1992",5000,0,0,0,0,0
414,"7/14/99",1,820613,1,11,"Purchased since 1992",4000,0,0,0,0,0
416,"7/14/99",1,820711,1,11,"Purchased since 1992",10000,0,0,0,0,0
415,"7/14/99",1,820711,1,1,"Purchased before 1992",6000,0,0,0,0,0
417,"7/14/99",1,820712,1,11,"Purchased since 1992",4000,0,0,0,0,0
418,"7/14/99",1,820811,1,2,"Inherited",12000,0,0,0,0,0
419,"7/14/99",1,820911,1,11,"Purchased since 1992",12000,0,0,0,0,0
420,"7/14/99",1,821011,1,2,"Inherited",80000,0,0,0,0,0
422,"7/14/99",1,821012,1,2,"Inherited",3000,0,0,0,0,0
421,"7/14/99",1,821012,1,11,"Purchased since 1992",1000,0,0,0,0,0
423,"7/14/99",1,821111,1,1,"Purchased before 1992",7000,0,0,0,0,0
424,"7/14/99",1,821111,1,11,"Purchased since 1992",5000,0,0,0,0,0
426,"7/14/99",1,821211,1,11,"Purchased since 1992",10000,0,0,0,0,0
425,"7/14/99",1,821211,1,1,"Purchased before 1992",5000,0,0,0,0,0
56,"7/15/99",1,830111,1,1,"Purchased before 1992",2000,0,0,0,0,0
81,"7/15/99",1,830151,1,11,"Purchased since 1992",70000,0,3000,0,0,0
80,"7/15/99",1,830151,1,1,"Purchased before 1992",50000,0,0,0,0,0
57,"7/15/99",1,830211,1,11,"Purchased since 1992",6000,0,0,0,0,0
85,"7/15/99",1,830251,1,2,"Inherited",5000,0,0,0,0,0
58,"7/15/99",1,830311,1,11,"Purchased since 1992",3000,0,0,0,0,0
84,"7/15/99",1,830351,1,1,"Purchased before 1992",8000,0,0,0,0,0
59,"7/15/99",1,830411,1,1,"Purchased before 1992",5000,0,0,0,0,0
60,"7/15/99",1,830411,1,11,"Purchased since 1992",3000,0,0,0,0,0
78,"7/15/99",1,830441,1,11,"Purchased since 1992",11000,0,0,0,0,0
77,"7/15/99",1,830441,1,1,"Purchased before 1992",1000,0,0,0,0,0
85,"7/15/99",1,830459,1,1,"Purchased before 1992",28000,0,0,0,0,0
86,"7/15/99",1,830459,1,11,"Purchased since 1992",72000,0,0,0,0,0
62,"7/15/99",1,830611,1,12,"Sale since 1992",0,0,0,3000,0,0
61,"7/15/99",1,830611,1,11,"Purchased since 1992",10000,0,0,3000,0,0
64,"7/15/99",1,830711,1,11,"Purchased since 1992",10000,0,0,0,0,0
63,"7/15/99",1,830711,1,1,"Purchased before 1992",2000,0,0,0,0,0
65,"7/15/99",1,830811,1,11,"Purchased since 1992",3000,0,0,0,0,0
67,"7/15/99",1,830911,1,11,"Purchased since 1992",0,0,500,0,0,0
66,"7/15/99",1,830911,1,1,"Purchased before 1992",14000,0,0,0,0,0
68,"7/15/99",1,831011,1,11,"Purchased since 1992",25000,0,0,0,0,0
69,"7/15/99",1,831011,1,2,"Inherited",25000,0,0,0,0,0
70,"7/15/99",1,831012,1,11,"Purchased since 1992",0,0,2000,0,0,0
71,"7/15/99",1,831012,1,2,"Inherited",15000,0,0,0,0,0
72,"7/15/99",1,831111,1,11,"Purchased since 1992",5000,0,0,0,0,0
73,"7/15/99",1,831211,1,1,"Purchased before 1992",15000,0,1500,0,0,0
440,"7/14/99",1,910121,1,11,"Purchased since 1992",1600,1600,1450,0,0,0
441,"7/14/99",1,910121,1,2,"Inherited",450,0,0,0,0,0
459,"7/14/99",1,910141,1,11,"Purchased since 1992",1200,0,450,0,0,0
465,"7/14/99",1,910151,1,11,"Purchased since 1992",500,0,700,0,0,0
442,"7/14/99",1,910221,1,11,"Purchased since 1992",15270,2000,0,0,0,0
443,"7/14/99",1,910222,1,11,"Purchased since 1992",6000,0,700,0,0,0
460,"7/14/99",1,910241,1,11,"Purchased since 1992",600,0,0,0,0,0
467,"7/14/99",1,910251,1,11,"Purchased since 1992",4000,0,0,0,2000,0
466,"7/14/99",1,910251,1,1,"Purchased before 1992",0,0,600,0,0,0
444,"7/14/99",1,910321,1,11,"Purchased since 1992",654,0,0,0,0,0
445,"7/14/99",1,910322,1,11,"Purchased since 1992",600,0,0,2000,0,0
462,"7/14/99",1,910341,1,11,"Purchased since 1992",6000,0,1000,0,0,0
461,"7/14/99",1,910341,1,1,"Purchased before 1992",3300,0,0,0,0,0
469,"7/14/99",1,910352,1,2,"Inherited",20000,0,0,0,0,0
446,"7/14/99",1,910421,1,11,"Purchased since 1992",1200,500,450,0,0,0
463,"7/14/99",1,910441,1,11,"Purchased since 1992",15000,0,1000,0,0,0
470,"7/14/99",1,910459,1,11,"Purchased since 1992",800,0,0,0,0,0
447,"7/14/99",1,910521,1,11,"Purchased since 1992",1500,0,0,0,0,0
464,"7/14/99",1,910541,1,11,"Purchased since 1992",10000,0,0,0,0,0
448,"7/14/99",1,910622,1,11,"Purchased since 1992",400,0,0,2400,0,0
449,"7/14/99",1,910721,1,12,"Sale since 1992",1000,0,0,0,0,0
450,"7/14/99",1,910722,1,11,"Purchased since 1992",800,0,0,0,0,0
451,"7/14/99",1,910821,1,1,"Purchased before 1992",600,0,0,0,0,0
452,"7/14/99",1,910822,1,11,"Purchased since 1992",3000,0,0,0,0,0
453,"7/14/99",1,910921,1,1,"Purchased before 1992",1050,0,0,0,0,0
454,"7/14/99",1,910921,1,11,"Purchased since 1992",0,0,600,0,550,0
455,"7/14/99",1,911021,1,11,"Purchased since 1992",600,0,0,4700,0,0
456,"7/14/99",1,911021,1,12,"Sale since 1992",0,0,0,3800,0,0
457,"7/14/99",1,911121,1,11,"Purchased since 1992",900,0,0,0,0,0
458,"7/14/99",1,911221,1,11,"Purchased since 1992",50000,0,600,0,1000,0
128,"6/10/99",1,920121,1,11,"Purchased since 1992",4232,0,0,0,0,0
129,"6/13/99",1,920221,1,11,"Purchased since 1992",8000,0,400,0,0,0
146,"6/13/99",1,920251,1,11,"Purchased since 1992",7000,0,0,0,0,0
130,"6/13/99",1,920321,1,11,"Purchased since 1992",12500,2200,784,0,0,0
143,"6/13/99",1,920341,1,11,"Purchased since 1992",2380,0,0,0,0,0
149,"6/13/99",1,920351,2,2,"Inherited",45500,0,0,0,0,0
151,"6/13/99",1,920352,1,3,"Obtained as gift",0,0,68236,0,0,0
150,"6/13/99",1,920352,1,2,"Inherited",44582,0,0,0,1496,0
152,"6/13/99",1,920353,1,2,"Inherited",30000,0,1192,0,0,0
131,"6/13/99",1,920421,1,1,"Purchased before 1992",26000,0,0,0,0,0
132,"6/13/99",1,920421,1,11,"Purchased since 1992",135000,0,500,2000,0,0
153,"6/13/99",1,920459,1,11,"Purchased since 1992",6800,0,400,0,0,0
133,"6/13/99",1,920521,1,11,"Purchased since 1992",5000,0,0,0,0,0
145,"6/13/99",1,920541,4,11,"Purchased since 1992",600,0,0,0,0,0
134,"6/13/99",1,920621,1,11,"Purchased since 1992",1200,0,0,0,0,0
135,"6/13/99",1,920721,1,11,"Purchased since 1992",9000,0,0,0,0,0
136,"6/13/99",1,920821,1,11,"Purchased since 1992",3000,1500,0,0,0,0
137,"6/13/99",1,920921,1,11,"Purchased since 1992",8000,0,0,0,0,0
138,"6/13/99",1,921021,1,11,"Purchased since 1992",1200,0,750,0,0,0
139,"6/13/99",1,921121,1,11,"Purchased since 1992",2200,0,0,0,0,0
140,"6/13/99",1,921221,1,11,"Purchased since 1992",1574,0,800,0,0,0
67,"5/31/99",1,930121,1,11,"Purchased since 1992",5000,0,400,0,0,0
84,"5/31/99",1,930141,1,11,"Purchased since 1992",12000,0,1000,0,0,0
91,"5/31/99",1,930151,1,11,"Purchased since 1992",18000,0,1500,0,0,0
70,"5/31/99",1,930221,1,2,"Inherited",10000,0,0,0,0,0
68,"5/31/99",1,930221,1,11,"Purchased since 1992",0,0,500,0,0,0
69,"5/31/99",1,930221,1,14,"Loss due to  1998 flood",10000,0,0,0,0,0
85,"5/31/99",1,930241,1,11,"Purchased since 1992",800,0,0,0,0,0
92,"5/31/99",1,930251,1,11,"Purchased since 1992",9000,0,0,0,0,0
71,"5/31/99",1,930321,1,11,"Purchased since 1992",1000,0,800,0,0,0
86,"5/31/99",1,930341,1,11,"Purchased since 1992",3000,0,0,0,0,0
88,"5/31/99",1,930342,1,3,"Obtained as gift",0,0,700,0,0,0
87,"5/31/99",1,930342,1,11,"Purchased since 1992",1500,0,0,0,0,0
93,"5/31/99",1,930351,1,11,"Purchased since 1992",4500,0,0,0,0,0
72,"5/31/99",1,930421,1,11,"Purchased since 1992",12000,0,0,0,0,0
89,"5/31/99",1,930441,1,1,"Purchased before 1992",5000,0,0,0,0,0
95,"5/31/99",1,930459,1,11,"Purchased since 1992",4500,0,400,0,0,0
73,"5/31/99",1,930521,2,11,"Purchased since 1992",800,0,0,0,0,0
90,"5/31/99",1,930541,1,11,"Purchased since 1992",450,0,0,0,0,0
74,"5/31/99",1,930621,1,11,"Purchased since 1992",9500,0,600,0,0,0
75,"5/31/99",1,930721,1,11,"Purchased since 1992",4000,0,0,0,0,0
76,"5/31/99",1,930721,3,3,"Obtained as gift",0,0,2000,0,0,0
77,"5/31/99",1,930821,1,11,"Purchased since 1992",3500,0,0,0,0,0
78,"5/31/99",1,930921,1,11,"Purchased since 1992",5000,0,0,0,0,0
79,"5/31/99",1,931021,1,11,"Purchased since 1992",40000,0,1500,0,0,0
80,"5/31/99",1,931022,1,11,"Purchased since 1992",14500,0,600,0,0,0
81,"5/31/99",1,931121,1,11,"Purchased since 1992",15000,0,1000,0,0,0
82,"5/31/99",1,931221,1,11,"Purchased since 1992",5000,12000,0,0,0,0
83,"5/31/99",1,931222,1,11,"Purchased since 1992",1200,0,0,0,0,0
56,"5/28/99",1,1010121,1,2,"Inherited",1000,0,0,0,0,0
55,"5/23/99",1,1010121,1,11,"Purchased since 1992",2000,0,0,0,0,0
69,"5/28/99",1,1010141,1,11,"Purchased since 1992",2000,0,0,0,0,0
73,"5/28/99",1,1010151,4,11,"Purchased since 1992",3000,0,0,0,0,0
74,"5/28/99",1,1010151,4,2,"Inherited",2000,0,0,0,0,0
75,"5/28/99",1,1010152,1,11,"Purchased since 1992",3000,0,2500,0,0,0
79,"9/12/99",1,1010153,1,11,"Purchased since 1992",2500,0,0,0,0,0
57,"5/28/99",1,1010221,1,11,"Purchased since 1992",10000,0,0,0,0,0
76,"5/28/99",1,1010251,1,11,"Purchased since 1992",5000,0,2500,0,0,0
58,"5/28/99",1,1010321,1,11,"Purchased since 1992",2500,0,0,3000,0,0
70,"5/28/99",1,1010341,1,11,"Purchased since 1992",2000,0,0,0,0,0
77,"5/28/99",1,1010351,1,11,"Purchased since 1992",5000,0,0,0,0,0
59,"5/28/99",1,1010421,1,11,"Purchased since 1992",10000,0,2500,0,0,0
60,"5/28/99",1,1010422,1,2,"Inherited",2500,0,0,0,0,0
71,"5/28/99",1,1010441,1,11,"Purchased since 1992",4000,0,0,0,0,0
78,"5/28/99",1,1010459,1,11,"Purchased since 1992",3000,0,0,0,0,0
72,"5/28/99",1,1010542,1,11,"Purchased since 1992",2000,0,0,2300,0,0
61,"5/28/99",1,1010621,1,11,"Purchased since 1992",2000,0,0,0,0,0
62,"5/28/99",1,1010821,1,11,"Purchased since 1992",5000,0,0,0,0,0
63,"5/28/99",1,1010921,1,11,"Purchased since 1992",2000,0,0,0,0,0
64,"5/28/99",1,1011021,1,1,"Purchased before 1992",3000,0,0,0,0,0
65,"5/28/99",1,1011021,1,11,"Purchased since 1992",0,0,0,2500,0,0
66,"5/28/99",1,1011121,1,1,"Purchased before 1992",3000,0,0,0,0,0
67,"5/28/99",1,1011221,1,1,"Purchased before 1992",0,0,1500,0,0,0
68,"5/28/99",1,1011221,1,11,"Purchased since 1992",5000,0,0,0,0,0
67,"9/12/99",1,1020121,2,11,"Purchased since 1992",8000,0,0,500,0,0
111,"6/03/99",1,1020122,1,11,"Purchased since 1992",8000,0,0,0,0,0
112,"6/09/99",1,1020123,1,11,"Purchased since 1992",5000,0,0,3000,0,0
130,"6/09/99",1,1020141,1,3,"Obtained as gift",0,0,0,2500,0,0
129,"6/09/99",1,1020141,1,11,"Purchased since 1992",5000,0,0,0,0,0
135,"6/09/99",1,1020151,1,11,"Purchased since 1992",6000,0,0,0,0,0
113,"6/09/99",1,1020221,1,11,"Purchased since 1992",10000,0,2500,0,0,0
131,"6/09/99",1,1020241,1,11,"Purchased since 1992",10000,5000,0,2600,0,0
136,"6/09/99",1,1020251,1,11,"Purchased since 1992",8000,0,0,0,0,0
114,"6/09/99",1,1020321,1,11,"Purchased since 1992",12000,4000,0,0,0,0
132,"6/09/99",1,1020341,1,11,"Purchased since 1992",5000,0,0,0,0,0
138,"6/09/99",1,1020351,1,11,"Purchased since 1992",5000,0,2500,3000,0,0
137,"6/09/99",1,1020351,1,1,"Purchased before 1992",5000,0,0,0,0,0
115,"6/09/99",1,1020421,1,11,"Purchased since 1992",8000,0,2500,3000,0,0
116,"6/09/99",1,1020422,1,11,"Purchased since 1992",5000,0,0,3000,0,0
133,"6/09/99",1,1020441,1,11,"Purchased since 1992",5000,2000,0,0,0,0
140,"6/09/99",1,1020459,1,11,"Purchased since 1992",5000,0,0,0,0,0
141,"6/09/99",1,1020459,4,11,"Purchased since 1992",0,0,0,3500,0,0
139,"6/09/99",1,1020459,1,1,"Purchased before 1992",5000,0,0,0,0,0
117,"6/09/99",1,1020521,1,11,"Purchased since 1992",5000,0,0,0,0,0
134,"6/09/99",1,1020541,1,11,"Purchased since 1992",15000,0,0,0,0,0
118,"6/09/99",1,1020621,1,11,"Purchased since 1992",10000,0,0,0,0,0
119,"6/09/99",1,1020622,1,11,"Purchased since 1992",3000,0,0,0,0,0
120,"6/09/99",1,1020721,1,11,"Purchased since 1992",3000,0,0,0,0,0
121,"6/09/99",1,1020721,1,2,"Inherited",2000,0,0,0,0,0
122,"6/09/99",1,1020821,1,11,"Purchased since 1992",10000,5000,0,2500,0,0
123,"6/09/99",1,1020921,1,11,"Purchased since 1992",5000,0,0,0,0,0
124,"6/09/99",1,1020921,3,3,"Obtained as gift",0,0,2500,0,0,0
125,"6/09/99",1,1021021,1,11,"Purchased since 1992",5000,0,0,3000,0,0
126,"6/09/99",1,1021121,1,11,"Purchased since 1992",2000,0,0,0,0,0
127,"6/09/99",1,1021221,1,11,"Purchased since 1992",6000,0,2500,0,0,0
128,"6/09/99",1,1021221,1,2,"Inherited",2000,0,0,0,0,0
112,"8/12/99",1,1030121,1,11,"Purchased since 1992",40000,0,5000,0,0,0
126,"8/12/99",1,1030141,1,11,"Purchased since 1992",3000,0,0,6000,0,0
127,"8/12/99",1,1030141,1,2,"Inherited",2000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1030151,1,11,"",500,0,0,0,0,0
135,"8/12/99",1,1030151,1,2,"Inherited",40000,0,0,0,0,0
113,"8/12/99",1,1030221,1,11,"Purchased since 1992",2000,0,0,0,0,0
114,"8/12/99",1,1030222,1,11,"Purchased since 1992",5000,0,0,3000,0,0
137,"8/12/99",1,1030251,1,2,"Inherited",30000,0,0,0,0,0
136,"8/12/99",1,1030251,1,11,"Purchased since 1992",0,0,3500,0,0,0
115,"8/12/99",1,1030321,1,11,"Purchased since 1992",15000,10000,0,6000,0,0
129,"8/12/99",1,1030341,2,11,"Purchased since 1992",10000,0,0,0,0,0
130,"8/12/99",1,1030342,1,11,"Purchased since 1992",5000,0,2500,0,0,0
138,"8/12/99",1,1030351,1,1,"Purchased before 1992",5000,0,0,0,0,0
139,"8/12/99",1,1030351,1,11,"Purchased since 1992",5000,0,0,0,3500,0
140,"8/12/99",1,1030352,1,11,"Purchased since 1992",10000,0,3000,0,0,0
117,"8/12/99",1,1030421,1,2,"Inherited",3000,0,0,0,0,0
116,"8/12/99",1,1030421,1,11,"Purchased since 1992",15000,0,2500,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1030459,1,11,"",500,0,0,0,0,0
141,"8/12/99",1,1030459,1,2,"Inherited",18000,0,3500,0,0,0
118,"8/12/99",1,1030521,1,11,"Purchased since 1992",10000,5000,0,2000,0,0
134,"8/12/99",1,1030541,1,11,"Purchased since 1992",3000,0,0,3000,0,0
119,"8/12/99",1,1030621,1,11,"Purchased since 1992",12000,0,3500,0,0,0
120,"8/12/99",1,1030721,1,11,"Purchased since 1992",12000,0,2500,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1030821,1,11,"",5000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1030821,1,1,".",300,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
122,"8/12/99",1,1030921,1,11,"Purchased since 1992",4000,0,0,0,0,0
123,"8/12/99",1,1031021,1,11,"Purchased since 1992",15000,0,0,0,0,0
124,"8/12/99",1,1031121,1,11,"Purchased since 1992",8000,0,0,3500,0,0
125,"8/12/99",1,1031221,1,11,"Purchased since 1992",8000,0,0,3500,0,0
1,"5/20/99",1,1110121,1,11,"Purchased since 1992",6000,5000,0,0,0,0
26,"5/28/99",1,1110151,1,1,"Purchased before 1992",100000,0,2000,0,0,0
28,"5/28/99",1,1110152,1,11,"Purchased since 1992",0,0,1600,0,0,0
27,"5/28/99",1,1110152,1,1,"Purchased before 1992",30000,0,0,0,0,0
2,"5/28/99",1,1110221,1,11,"Purchased since 1992",12000,7000,1000,0,0,0
22,"5/28/99",1,1110241,1,11,"Purchased since 1992",4200,0,0,0,0,0
3,"5/28/99",1,1110321,1,1,"Purchased before 1992",10000,0,0,0,0,0
4,"5/28/99",1,1110321,1,11,"Purchased since 1992",0,0,0,5000,0,0
23,"5/28/99",1,1110341,1,11,"Purchased since 1992",2000,0,0,0,0,0
31,"5/28/99",1,1110351,1,1,"Purchased before 1992",100000,0,1200,0,0,0
6,"5/28/99",1,1110421,3,11,"Purchased since 1992",0,0,0,6000,0,0
5,"5/28/99",1,1110421,1,11,"Purchased since 1992",10000,0,1500,0,0,80000
24,"5/28/99",1,1110441,1,11,"Purchased since 1992",10000,0,0,0,0,0
32,"5/28/99",1,1110459,1,1,"Purchased before 1992",10000,0,0,0,0,0
7,"5/28/99",1,1110521,1,11,"Purchased since 1992",16000,0,0,0,0,0
8,"5/28/99",1,1110521,1,4,"Obtained as dowry",0,0,1600,0,0,0
9,"5/28/99",1,1110621,1,1,"Purchased before 1992",20000,0,0,0,0,0
10,"5/28/99",1,1110621,1,11,"Purchased since 1992",0,0,0,4000,0,0
11,"5/28/99",1,1110721,1,1,"Purchased before 1992",70000,0,0,0,0,0
12,"5/28/99",1,1110821,1,1,"Purchased before 1992",10000,0,0,0,0,0
13,"5/28/99",1,1110821,3,11,"Purchased since 1992",0,0,0,4000,0,0
14,"5/28/99",1,1110921,1,11,"Purchased since 1992",10000,0,0,0,0,0
15,"5/28/99",1,1111021,1,1,"Purchased before 1992",10000,0,0,0,0,0
16,"5/28/99",1,1111021,1,11,"Purchased since 1992",0,0,0,2500,0,0
18,"5/28/99",1,1111121,1,11,"Purchased since 1992",9000,0,0,0,0,0
19,"5/28/99",1,1111221,1,11,"Purchased since 1992",2000,0,0,6000,0,0
73,"7/25/99",1,1120121,1,11,"Purchased since 1992",4000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1120151,1,1,"",8000,1.79769313486232e+308,600,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"7/25/99",1,1120221,1,11,"Purchased since 1992",0,0,1300,0,0,0
98,"7/25/99",1,1120241,3,11,"Purchased since 1992",0,0,1500,0,0,0
97,"7/25/99",1,1120241,1,11,"Purchased since 1992",5000,0,0,0,0,0
76,"7/25/99",1,1120321,2,11,"Purchased since 1992",4000,0,0,0,0,0
75,"7/25/99",1,1120321,2,1,"Purchased before 1992",2000,0,0,0,0,0
99,"7/25/99",1,1120341,2,11,"Purchased since 1992",12000,0,0,0,0,0
106,"7/25/99",1,1120351,1,11,"Purchased since 1992",0,0,400,0,0,0
105,"7/25/99",1,1120351,1,1,"Purchased before 1992",3000,0,0,0,0,0
77,"7/25/99",1,1120421,1,1,"Purchased before 1992",2000,0,0,0,0,0
78,"7/25/99",1,1120421,1,11,"Purchased since 1992",0,0,0,2600,0,0
107,"7/25/99",1,1120459,1,11,"Purchased since 1992",40000,0,800,0,0,0
79,"7/25/99",1,1120521,1,11,"Purchased since 1992",10000,0,0,0,0,0
80,"7/25/99",1,1120522,1,11,"Purchased since 1992",3000,0,1300,0,0,0
102,"7/25/99",1,1120541,5,11,"Purchased since 1992",0,0,700,0,0,0
101,"7/25/99",1,1120541,1,11,"Purchased since 1992",12000,0,0,0,0,0
81,"7/25/99",1,1120621,1,11,"Purchased since 1992",7000,0,0,0,0,0
