"casenum","date","weight_","hhcode","pid","respid","s13_1q3","s13_1q4","s13_1q5","s13_1q6","s13_1q7","s13_1q8","s13_1q9","s13_1q10","s13_1q11"
83,"6/07/99",1,710141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"6/07/99",1,710151,2,1,1,20,50000,5000,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"6/07/99",1,710211,6,2,1,18,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
84,"6/07/99",1,710241,2,2,1,16,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"6/07/99",1,710251,2,2,1,16,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/21/99",1,710251,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"6/07/99",1,710311,4,2,1,18,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"6/07/99",1,710311,12,2,1,15,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"6/07/99",1,710351,2,2,1,16,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"6/07/99",1,710411,2,2,1,18,0,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"6/07/99",1,710459,5,5,1,17,5000,0,9,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/21/99",1,710459,7,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"6/07/99",1,710541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"6/07/99",1,710542,2,2,1,15,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"6/07/99",1,710611,2,2,1,16,0,0,100,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"6/07/99",1,710711,2,2,1,15,0,0,60,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"6/07/99",1,710711,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"6/07/99",1,710811,2,2,1,14,1000,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"6/07/99",1,710911,7,7,1,17,0,0,50,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"6/07/99",1,710911,10,1,1,16,0,6000,55,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"6/07/99",1,710912,2,2,1,12,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
75,"6/07/99",1,711011,1,1,1,17,0,0,8,0,1,1980,1
76,"6/07/99",1,711111,2,2,1,8,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"6/07/99",1,711111,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
78,"6/07/99",1,711211,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"6/07/99",1,711211,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"6/07/99",1,711311,2,2,1,20,250,0,15,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"6/07/99",1,711411,7,7,1,18,4000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"6/07/99",1,711412,1,1,1,14,0,0,25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
148,"6/09/99",1,720111,2,2,1,15,19000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
170,"6/17/99",1,720141,2,2,1,15,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"9/01/99",1,720141,7,7,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
174,"6/17/99",1,720151,6,6,1,16,0,0,22,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
149,"6/17/99",1,720212,2,2,1,17,8000,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
171,"6/17/99",1,720241,2,2,1,13,0,0,24,0,1,1999,2
1.79769313486232e+308,"9/01/99",1,720241,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
175,"6/17/99",1,720251,2,2,1,16,0,0,400,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
176,"6/17/99",1,720251,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
150,"6/17/99",1,720311,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
151,"6/17/99",1,720312,2,2,1,16,10000,2000,9,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"6/17/99",1,720313,2,2,1,17,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
177,"6/17/99",1,720351,6,6,1,16,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
178,"6/17/99",1,720351,7,7,1,16,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
153,"6/17/99",1,720411,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
154,"6/17/99",1,720412,2,2,1,20,9000,3000,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
172,"6/17/99",1,720441,2,2,1,16,0,0,15,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"9/01/99",1,720441,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"9/01/99",1,720441,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
179,"6/17/99",1,720459,2,2,1,20,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
180,"6/17/99",1,720459,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
181,"6/17/99",1,720459,7,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
182,"6/17/99",1,720459,8,1,1,17,15000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"6/17/99",1,720511,2,2,1,15,0,0,2,0,1,1992,10
156,"6/17/99",1,720611,2,2,1,17,5000,2000,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
173,"6/17/99",1,720641,2,2,1,14,0,0,30,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"6/17/99",1,720711,2,2,1,13,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
158,"6/17/99",1,720711,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
159,"6/17/99",1,720811,1,1,1,15,0,0,15,0,1,1984,7
160,"6/17/99",1,720812,2,2,1,15,6000,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
161,"6/17/99",1,720911,2,2,1,16,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
162,"6/17/99",1,720911,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
163,"6/17/99",1,721011,2,2,1,15,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
164,"6/17/99",1,721011,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
165,"6/17/99",1,721111,2,2,1,13,500,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"9/01/99",1,721111,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
166,"6/17/99",1,721211,2,2,1,15,0,0,1,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
167,"6/17/99",1,721211,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
168,"6/17/99",1,721311,2,2,1,10,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
169,"6/17/99",1,721411,2,2,1,11,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"8/04/99",1,730111,2,2,1,17,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"8/08/99",1,730111,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"8/08/99",1,730141,2,2,1,16,8000,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
106,"8/08/99",1,730151,5,5,1,17,0,0,9,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
107,"8/08/99",1,730151,7,7,1,15,0,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"8/08/99",1,730211,5,5,1,16,5000,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"8/08/99",1,730241,2,2,1,15,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
98,"8/08/99",1,730241,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"8/08/99",1,730241,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
108,"8/08/99",1,730251,2,2,1,16,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,730251,3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,730251,4,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,730251,5,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"8/08/99",1,730311,2,2,1,17,0,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
75,"8/08/99",1,730311,4,4,1,13,800,0,3,18,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"8/08/99",1,730311,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"8/08/99",1,730341,2,2,1,15,3000,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
109,"8/08/99",1,730351,3,3,1,18,0,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"8/08/99",1,730411,2,2,1,14,2500,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"8/08/99",1,730441,2,2,1,17,5000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
110,"8/08/99",1,730459,2,2,1,18,0,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
78,"8/08/99",1,730511,2,2,1,15,2000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"8/08/99",1,730541,2,2,1,16,4000,0,25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"8/08/99",1,730611,2,2,1,16,0,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"8/08/99",1,730611,7,7,1,16,15000,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"8/08/99",1,730612,2,2,1,16,5000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"8/08/99",1,730641,5,6,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
104,"8/08/99",1,730642,2,2,1,19,10000,0,5,6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
105,"8/08/99",1,730643,2,2,1,17,50000,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"8/08/99",1,730711,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"8/08/99",1,730712,2,2,1,15,0,0,9,8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
84,"8/08/99",1,730811,2,2,1,13,1200,0,0.5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"8/08/99",1,730911,2,2,1,10,4000,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"8/08/99",1,731011,3,2,1,19,5000,150,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"8/08/99",1,731111,2,2,1,16,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"8/08/99",1,731211,6,6,1,17,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"8/08/99",1,731311,4,4,1,17,7000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"8/08/99",1,731411,8,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"8/08/99",1,731411,9,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"8/08/99",1,731412,2,2,1,18,0,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"8/08/99",1,731413,1,1,1,16,15000,0,50,221,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"8/08/99",1,731414,2,2,1,16,6000,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"8/08/99",1,731415,2,2,1,16,5000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
84,"8/25/99",1,740119,2,2,1,16,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"9/01/99",1,740149,2,2,1,17,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
105,"9/01/99",1,740159,2,2,1,16,0,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"9/01/99",1,740219,1,1,1,14,0,0,9,0,1,1989,7
100,"9/01/99",1,740249,2,2,1,18,16000,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
106,"9/01/99",1,740259,2,2,1,18,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"9/01/99",1,740319,2,2,1,14,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"9/01/99",1,740349,2,2,1,14,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"9/01/99",1,740349,3,3,1,16,0,0,50,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
107,"9/01/99",1,740359,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"9/01/99",1,740419,2,2,1,16,3000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"9/01/99",1,740449,2,2,1,15,0,0,8,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
108,"9/01/99",1,740459,2,2,1,14,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"9/01/99",1,740519,2,2,1,14,0,0,0.119999997317791,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"9/01/99",1,740519,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"9/01/99",1,740519,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"9/01/99",1,740519,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
104,"9/01/99",1,740549,2,2,1,15,0,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
109,"9/01/99",1,740559,7,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
92,"9/01/99",1,740619,2,2,1,14,2500,0,0.119999997317791,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"9/01/99",1,740719,2,2,1,15,0,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"9/01/99",1,740719,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"9/01/99",1,740819,2,2,1,13,4000,1000,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"9/01/99",1,740919,2,2,1,19,6000,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"9/01/99",1,741019,2,2,1,12,0,0,0.25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
98,"9/01/99",1,741019,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
307,"6/28/99",1,810111,2,2,1,13,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
323,"6/28/99",1,810141,2,2,1,20,600,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
330,"6/28/99",1,810151,2,2,1,16,2500,0,0.5,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
308,"6/28/99",1,810211,2,2,1,15,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
309,"6/28/99",1,810211,7,2,1,17,0,0,5,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
310,"6/28/99",1,810211,8,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
324,"6/28/99",1,810241,2,2,1,19,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
325,"6/28/99",1,810241,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
331,"6/28/99",1,810251,8,8,1,18,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
311,"6/28/99",1,810311,2,2,1,16,5000,0,14,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
312,"6/28/99",1,810311,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
326,"6/28/99",1,810341,2,2,1,15,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
332,"6/28/99",1,810351,2,2,1,17,1000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
333,"6/28/99",1,810351,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
313,"6/28/99",1,810411,2,2,1,16,400,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
314,"6/28/99",1,810411,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
327,"6/28/99",1,810441,2,1,1,18,200,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
328,"6/28/99",1,810441,5,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
334,"6/28/99",1,810459,4,4,1,16,10000,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
335,"6/28/99",1,810459,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
329,"6/28/99",1,810541,2,2,1,18,2000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
315,"6/28/99",1,810711,2,2,1,16,1500,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
316,"6/28/99",1,810811,2,2,1,15,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
317,"6/28/99",1,811011,4,4,1,17,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
318,"6/28/99",1,811111,2,2,1,18,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
319,"6/28/99",1,811111,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
320,"6/28/99",1,811211,9,1,1,15,3500,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
321,"6/28/99",1,811212,2,1,1,15,0,0,1,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
322,"6/28/99",1,811213,2,1,1,15,3000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
452,"7/12/99",1,820111,2,2,1,21,13000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
471,"7/12/99",1,820141,2,2,1,15,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
472,"7/12/99",1,820141,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
481,"7/12/99",1,820151,2,2,1,14,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
482,"7/12/99",1,820151,5,5,1,16,0,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
453,"7/12/99",1,820211,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
473,"7/12/99",1,820241,2,1,1,16,12000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
474,"7/12/99",1,820241,3,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
483,"7/12/99",1,820251,2,2,1,17,10000,0,80,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
484,"7/12/99",1,820251,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
485,"7/12/99",1,820251,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
454,"7/12/99",1,820311,2,2,1,18,1200,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
