"casenum","date","weight_","hhcode","pid","respid","s13_1q3","s13_1q4","s13_1q5","s13_1q6","s13_1q7","s13_1q8","s13_1q9","s13_1q10","s13_1q11"
169,"8/12/99",1,610441,7,7,1,15,0,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,610459,6,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
173,"8/12/99",1,610459,7,7,1,15,3000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
144,"8/12/99",1,610511,10,10,1,15,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"8/12/99",1,610611,2,2,1,15,500,0,0.100000001490116,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
146,"8/12/99",1,610711,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
147,"8/12/99",1,610811,2,2,1,15,0,0,0.25,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,610811,5,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,610811,6,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,610811,7,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
148,"8/12/99",1,610911,7,7,1,17,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
149,"8/12/99",1,610911,8,8,1,18,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
150,"8/12/99",1,611011,2,2,1,15,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
151,"8/12/99",1,611011,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"8/12/99",1,611011,7,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
154,"8/12/99",1,611012,2,2,1,18,4000,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
155,"8/12/99",1,611111,2,2,1,17,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
